platform;programId;trackingLink;params;redirector
DE;5333;http://partners.webmasterplan.com/click.aspx?site=5333&ref=[ref]&type=text&tnb=56&diurl=[deeplink];emsrc=affiliate&refID=affilinet;
DE;6618;http://partners.webmasterplan.com/click.aspx?site=6618&ref=[ref]&type=text&tnb=461&diurl=[deeplink];campaign=Affiliate/Affilinet/Textlink/Mode&lmEntry0=Affiliate&lmEntry1=Affilinet&lmEntry2=Default&lmEntry3=Startseite;
DE;10685;http://partners.webmasterplan.com/click.aspx?site=10685&ref=[ref]&type=text&tnb=187&diurl=[deeplink];utm_source=affilinet_$ref$&utm_medium=affiliate&utm_campaign=toolbar;
DE;10718;http://partners.webmasterplan.com/click.aspx?site=10718&ref=[ref]&type=text&tnb=115&diurl=[deeplink];;
DE;12586;http://partners.webmasterplan.com/click.aspx?site=12586&ref=[ref]&type=text&tnb=66&diurl=[deeplink];;
DE;13488;http://partners.webmasterplan.com/click.aspx?site=13488&ref=[ref]&type=text&tnb=42&diurl=[deeplink];utm_source=$ref$&utm_medium=Affiliate&utm_campaign=Textlink&utm_term=$affmn$;
DE;13531;http://partners.webmasterplan.com/click.aspx?site=13531&ref=[ref]&type=text&tnb=218&diurl=[deeplink];etcc_med=affiliate&etcc_par=affilinet;
DE;14414;http://partners.webmasterplan.com/click.aspx?site=14414&ref=[ref]&type=text&tnb=21&diurl=[deeplink];etcc_cmp=linkgenerator&etcc_ctv=textlink;
DE;15162;http://partners.webmasterplan.com/click.aspx?site=15162&ref=[ref]&type=text&tnb=82&diurl=[deeplink];;
DE;16418;http://partners.webmasterplan.com/click.aspx?site=16418&ref=[ref]&type=text&tnb=74&diurl=[deeplink];utm_campaign=textlink;
DE;5104;http://partners.webmasterplan.com/click.aspx?site=5104&ref=[ref]&type=text&tnb=43&diurl=[deeplink];;
DE;2555;http://partners.webmasterplan.com/click.aspx?site=2555&ref=[ref]&type=text&tnb=36&diurl=[deeplink];;
DE;12298;http://partners.webmasterplan.com/click.aspx?site=12298&ref=[ref]&type=text&tnb=44&diurl=[deeplink];;
DE;3323;http://partners.webmasterplan.com/click.aspx?site=3323&ref=[ref]&type=text&tnb=80&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=44&dlurl=
DE;4277;http://partners.webmasterplan.com/click.aspx?site=4277&ref=[ref]&type=text&tnb=117&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=6&dlurl=
DE;6602;http://partners.webmasterplan.com/click.aspx?site=6602&ref=[ref]&type=text&tnb=130&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=46&dlurl=
DE;7317;http://partners.webmasterplan.com/click.aspx?site=7317&ref=[ref]&type=text&tnb=70&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=10&dlurl=
DE;10131;http://partners.webmasterplan.com/click.aspx?site=10131&ref=[ref]&type=text&tnb=66&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=8&dlurl=
DE;10737;http://partners.webmasterplan.com/click.aspx?site=10737&ref=[ref]&type=text&tnb=41&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=21&dlurl=
DE;14707;http://partners.webmasterplan.com/click.aspx?site=14707&ref=[ref]&type=text&tnb=26&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=48&dlurl=
DE;15238;http://partners.webmasterplan.com/click.aspx?site=15238&ref=[ref]&type=text&tnb=133&diurl=[deeplink];utm_source=affiliate&utm_medium=cps&utm_campaign=affilinet&utm_term=default&utm_content=0;
DE;15251;http://partners.webmasterplan.com/click.aspx?site=15251&ref=[ref]&type=text&tnb=27&diurl=[deeplink];;
DE;15648;http://partners.webmasterplan.com/click.aspx?site=15648&ref=[ref]&type=text&tnb=15&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=45&dlurl=
AT;13062;http://partners.webmasterplan.com/click.aspx?site=13062&ref=[ref]&type=text&tnb=33&diurl=[deeplink];;http://track.tnm.de/wa/dl?tnmid=35&dlurl=
DE;9700;http://partners.webmasterplan.com/click.aspx?site=9700&ref=[ref]&type=text&tnb=130&diurl=[deeplink];;
DE;7064;http://partners.webmasterplan.com/click.aspx?site=7064&ref=[ref]&type=text&tnb=23&diurl=[deeplink];;
DE;11573;http://partners.webmasterplan.com/click.aspx?site=11573&ref=[ref]&type=text&tnb=22&diurl=[deeplink];;
DE;13654;http://partners.webmasterplan.com/click.aspx?site=13654&ref=[ref]&type=text&tnb=31&diurl=[deeplink];;
DE;14455;http://partners.webmasterplan.com/click.aspx?site=14455&ref=[ref]&type=text&tnb=44&diurl=[deeplink];;
DE;15188;http://partners.webmasterplan.com/click.aspx?site=15188&ref=[ref]&type=text&tnb=9&diurl=[deeplink];;
DE;15659;http://partners.webmasterplan.com/click.aspx?site=15659&ref=[ref]&type=text&tnb=23&diurl=[deeplink];;
AT;15555;http://partners.webmasterplan.com/click.aspx?site=15555&ref=[ref]&type=text&tnb=22&diurl=[deeplink];;
DE;16738;http://partners.webmasterplan.com/click.aspx?site=16738&ref=[ref]&type=text&tnb=2&diurl=[deeplink];;
DE;15300;http://partners.webmasterplan.com/click.aspx?site=15300&ref=[ref]&type=text&tnb=15&diurl=[deeplink];;
DE;15301;http://partners.webmasterplan.com/click.aspx?site=15301&ref=[ref]&type=text&tnb=12&diurl=[deeplink];;
DE;15302;http://partners.webmasterplan.com/click.aspx?site=15302&ref=[ref]&type=text&tnb=11&diurl=[deeplink];;
DE;3119;http://partners.webmasterplan.com/click.aspx?site=3119&ref=[ref]&type=text&tnb=153&diurl=[deeplink];wkz=WAAL02;https://m.exactag.com/cl.aspx?extCa=923&extTcm=af-con&keyword=&url=
DE;3568;http://partners.webmasterplan.com/click.aspx?site=3568&ref=[ref]&type=text&tnb=143&diurl=[deeplink];customerType=business&cm_mmc=affnet-_-$ref$-_-equipment_b2b-_-468x60&s2m_channel=84&s2m_exaffid=$ref$;http://tracking.metalyzer.com/odp/viking/de/click.php?kid=1346&dlid=1&conid=13914&fwid=334719&url=
DE;3765;http://partners.webmasterplan.com/click.aspx?site=3765&ref=[ref]&type=text&tnb=116&diurl=[deeplink];;
DE;3958;http://partners.webmasterplan.com/click.aspx?site=3958&ref=[ref]&type=text&tnb=44&diurl=[deeplink];marketingActionGrade=326&campaign=affiliate_DE/affilinet;
